AssetSnapshotID,AssetID,AssetCode,FundID,FundCode,ValuationDate,ValuationDateKey,QuarterEnd,AssetStatus,CumulativeInvested,CumulativeInvestedCHF,CumulativeProceeds,CumulativeProceedsCHF,FairValue,FairValueCHF,Currency,FXRateToCHF,GrossMOIC
752,30,ER1-DLM,5,ER1,44834,20220930,2022 Q3,Partially Realized,128045000,138405270,4632000,4754318,155647000,155654627,EUR,1.000049,1.252
753,30,ER1-DLM,5,ER1,44926,20221231,2022 Q4,Partially Realized,128045000,138405270,5594000,5710881,159956000,159051929,EUR,0.994348,1.293
754,30,ER1-DLM,5,ER1,45016,20230331,2023 Q1,Partially Realized,128045000,138405270,6568000,6668237,164265000,161458040,EUR,0.982912,1.334
755,30,ER1-DLM,5,ER1,45107,20230630,2023 Q2,Partially Realized,128045000,138405270,7553000,7619958,168574000,162878559,EUR,0.966214,1.376
756,30,ER1-DLM,5,ER1,45199,20230930,2023 Q3,Partially Realized,128045000,138405270,8550000,8574700,167325000,160232930,EUR,0.957615,1.374
757,30,ER1-DLM,5,ER1,45291,20231231,2023 Q4,Partially Realized,128045000,138405270,9559000,9537438,166077000,158462536,EUR,0.954151,1.372
758,30,ER1-DLM,5,ER1,45382,20240331,2024 Q1,Partially Realized,128045000,138405270,10580000,10507438,164828000,156594677,EUR,0.950049,1.37
759,30,ER1-DLM,5,ER1,45473,20240630,2024 Q2,Partially Realized,128045000,138405270,11613000,11479550,163579000,153937163,EUR,0.941057,1.368
760,30,ER1-DLM,5,ER1,45565,20240930,2024 Q3,Partially Realized,128045000,138405270,12657000,12460995,162330000,152603349,EUR,0.940081,1.367
761,30,ER1-DLM,5,ER1,45657,20241231,2024 Q4,Partially Realized,128045000,138405270,13713000,13457930,161082000,152072200,EUR,0.944067,1.365
762,30,ER1-DLM,5,ER1,45747,20250331,2025 Q1,Partially Realized,128045000,138405270,14781000,14461890,159833000,150248934,EUR,0.940037,1.364
763,30,ER1-DLM,5,ER1,45838,20250630,2025 Q2,Partially Realized,128045000,138405270,15861000,15467477,158584000,147657404,EUR,0.931099,1.362
764,30,ER1-DLM,5,ER1,45930,20250930,2025 Q3,Partially Realized,128045000,138405270,16953000,16483139,157336000,146337112,EUR,0.930093,1.361
765,30,ER1-DLM,5,ER1,46022,20251231,2025 Q4,Partially Realized,128045000,138405270,18056000,17513338,156087000,145784790,EUR,0.933997,1.36
