InvestorCashflowID,InvestorCashflowRef,CashflowID,CashflowRef,FundID,FundCode,InvestorID,InvestorCode,Date,DateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,CommitmentSharePct,Status,AllocationMethod
140,ICF-000140,17,CF-AB1-20170630-EXP,1,AB1,3,GSIA,42916,20170630,CALL,Fund Expense,-74954,EUR,1.109774,-83182,0.184615385,Settled,Pro Rata by Eligible Commitment
141,ICF-000141,17,CF-AB1-20170630-EXP,1,AB1,5,UKPBF,42916,20170630,CALL,Fund Expense,-18738,EUR,1.109774,-20795,0.046153846,Settled,Pro Rata by Eligible Commitment
142,ICF-000142,17,CF-AB1-20170630-EXP,1,AB1,7,AIP,42916,20170630,CALL,Fund Expense,-40600,EUR,1.109774,-45057,0.1,Settled,Pro Rata by Eligible Commitment
143,ICF-000143,17,CF-AB1-20170630-EXP,1,AB1,8,UUE,42916,20170630,CALL,Fund Expense,-28108,EUR,1.109774,-31193,0.069230769,Settled,Pro Rata by Eligible Commitment
144,ICF-000144,17,CF-AB1-20170630-EXP,1,AB1,9,EIG,42916,20170630,CALL,Fund Expense,-31231,EUR,1.109774,-34659,0.076923077,Settled,Pro Rata by Eligible Commitment
145,ICF-000145,17,CF-AB1-20170630-EXP,1,AB1,10,GPCF,42916,20170630,CALL,Fund Expense,-12492,EUR,1.109774,-13864,0.030769231,Settled,Pro Rata by Eligible Commitment
146,ICF-000146,18,CF-AB1-20170630-0069,1,AB1,1,SPR,42916,20170630,CALL,Investment,-7584654,EUR,1.109774,-8417252,0.146153846,Settled,Pro Rata by Eligible Commitment
147,ICF-000147,18,CF-AB1-20170630-0069,1,AB1,2,NIG,42916,20170630,CALL,Investment,-5588692,EUR,1.109774,-6202185,0.107692308,Settled,Pro Rata by Eligible Commitment
148,ICF-000148,18,CF-AB1-20170630-0069,1,AB1,4,CPP,42916,20170630,CALL,Investment,-7983846,EUR,1.109774,-8860265,0.153846154,Settled,Pro Rata by Eligible Commitment
149,ICF-000149,18,CF-AB1-20170630-0069,1,AB1,6,SPBAM,42916,20170630,CALL,Investment,-3193539,EUR,1.109774,-3544106,0.061538462,Settled,Pro Rata by Eligible Commitment
150,ICF-000150,18,CF-AB1-20170630-0069,1,AB1,11,MCV,42916,20170630,CALL,Investment,-1197577,EUR,1.109774,-1329040,0.023076923,Settled,Pro Rata by Eligible Commitment
151,ICF-000151,18,CF-AB1-20170630-0069,1,AB1,3,GSIA,42916,20170630,CALL,Investment,-9580615,EUR,1.109774,-10632318,0.184615385,Settled,Pro Rata by Eligible Commitment
152,ICF-000152,18,CF-AB1-20170630-0069,1,AB1,5,UKPBF,42916,20170630,CALL,Investment,-2395154,EUR,1.109774,-2658080,0.046153846,Settled,Pro Rata by Eligible Commitment
153,ICF-000153,18,CF-AB1-20170630-0069,1,AB1,7,AIP,42916,20170630,CALL,Investment,-5189500,EUR,1.109774,-5759172,0.1,Settled,Pro Rata by Eligible Commitment
154,ICF-000154,18,CF-AB1-20170630-0069,1,AB1,8,UUE,42916,20170630,CALL,Investment,-3592731,EUR,1.109774,-3987119,0.069230769,Settled,Pro Rata by Eligible Commitment
155,ICF-000155,18,CF-AB1-20170630-0069,1,AB1,9,EIG,42916,20170630,CALL,Investment,-3991923,EUR,1.109774,-4430132,0.076923077,Settled,Pro Rata by Eligible Commitment
156,ICF-000156,18,CF-AB1-20170630-0069,1,AB1,10,GPCF,42916,20170630,CALL,Investment,-1596769,EUR,1.109774,-1772053,0.030769231,Settled,Pro Rata by Eligible Commitment
157,ICF-000157,19,CF-AB1-20170630-FEE,1,AB1,1,SPR,42916,20170630,CALL,Management Fee,-415662,EUR,1.109774,-461290,0.146153846,Settled,Pro Rata by Eligible Commitment
158,ICF-000158,19,CF-AB1-20170630-FEE,1,AB1,2,NIG,42916,20170630,CALL,Management Fee,-306277,EUR,1.109774,-339898,0.107692308,Settled,Pro Rata by Eligible Commitment
159,ICF-000159,19,CF-AB1-20170630-FEE,1,AB1,4,CPP,42916,20170630,CALL,Management Fee,-437538,EUR,1.109774,-485569,0.153846154,Settled,Pro Rata by Eligible Commitment
160,ICF-000160,19,CF-AB1-20170630-FEE,1,AB1,6,SPBAM,42916,20170630,CALL,Management Fee,-175015,EUR,1.109774,-194227,0.061538462,Settled,Pro Rata by Eligible Commitment
161,ICF-000161,19,CF-AB1-20170630-FEE,1,AB1,11,MCV,42916,20170630,CALL,Management Fee,-65631,EUR,1.109774,-72835,0.023076923,Settled,Pro Rata by Eligible Commitment
162,ICF-000162,19,CF-AB1-20170630-FEE,1,AB1,3,GSIA,42916,20170630,CALL,Management Fee,-525046,EUR,1.109774,-582683,0.184615385,Settled,Pro Rata by Eligible Commitment
163,ICF-000163,19,CF-AB1-20170630-FEE,1,AB1,5,UKPBF,42916,20170630,CALL,Management Fee,-131262,EUR,1.109774,-145671,0.046153846,Settled,Pro Rata by Eligible Commitment
164,ICF-000164,19,CF-AB1-20170630-FEE,1,AB1,7,AIP,42916,20170630,CALL,Management Fee,-284400,EUR,1.109774,-315620,0.1,Settled,Pro Rata by Eligible Commitment
165,ICF-000165,19,CF-AB1-20170630-FEE,1,AB1,8,UUE,42916,20170630,CALL,Management Fee,-196892,EUR,1.109774,-218506,0.069230769,Settled,Pro Rata by Eligible Commitment
166,ICF-000166,19,CF-AB1-20170630-FEE,1,AB1,9,EIG,42916,20170630,CALL,Management Fee,-218769,EUR,1.109774,-242784,0.076923077,Settled,Pro Rata by Eligible Commitment
167,ICF-000167,19,CF-AB1-20170630-FEE,1,AB1,10,GPCF,42916,20170630,CALL,Management Fee,-87508,EUR,1.109774,-97114,0.030769231,Settled,Pro Rata by Eligible Commitment
168,ICF-000168,20,CF-AB1-20170930-0070,1,AB1,1,SPR,43008,20170930,CALL,Follow-on Investment,-2139254,EUR,1.133935,-2425775,0.146153846,Settled,Pro Rata by Eligible Commitment
169,ICF-000169,20,CF-AB1-20170930-0070,1,AB1,2,NIG,43008,20170930,CALL,Follow-on Investment,-1576292,EUR,1.133935,-1787413,0.107692308,Settled,Pro Rata by Eligible Commitment
170,ICF-000170,20,CF-AB1-20170930-0070,1,AB1,4,CPP,43008,20170930,CALL,Follow-on Investment,-2251846,EUR,1.133935,-2553447,0.153846154,Settled,Pro Rata by Eligible Commitment
171,ICF-000171,20,CF-AB1-20170930-0070,1,AB1,6,SPBAM,43008,20170930,CALL,Follow-on Investment,-900739,EUR,1.133935,-1021379,0.061538462,Settled,Pro Rata by Eligible Commitment
172,ICF-000172,20,CF-AB1-20170930-0070,1,AB1,11,MCV,43008,20170930,CALL,Follow-on Investment,-337777,EUR,1.133935,-383017,0.023076923,Settled,Pro Rata by Eligible Commitment
173,ICF-000173,20,CF-AB1-20170930-0070,1,AB1,3,GSIA,43008,20170930,CALL,Follow-on Investment,-2702215,EUR,1.133935,-3064137,0.184615385,Settled,Pro Rata by Eligible Commitment
174,ICF-000174,20,CF-AB1-20170930-0070,1,AB1,5,UKPBF,43008,20170930,CALL,Follow-on Investment,-675554,EUR,1.133935,-766034,0.046153846,Settled,Pro Rata by Eligible Commitment
175,ICF-000175,20,CF-AB1-20170930-0070,1,AB1,7,AIP,43008,20170930,CALL,Follow-on Investment,-1463700,EUR,1.133935,-1659741,0.1,Settled,Pro Rata by Eligible Commitment
176,ICF-000176,20,CF-AB1-20170930-0070,1,AB1,8,UUE,43008,20170930,CALL,Follow-on Investment,-1013331,EUR,1.133935,-1149051,0.069230769,Settled,Pro Rata by Eligible Commitment
177,ICF-000177,20,CF-AB1-20170930-0070,1,AB1,9,EIG,43008,20170930,CALL,Follow-on Investment,-1125923,EUR,1.133935,-1276724,0.076923077,Settled,Pro Rata by Eligible Commitment
178,ICF-000178,20,CF-AB1-20170930-0070,1,AB1,10,GPCF,43008,20170930,CALL,Follow-on Investment,-450369,EUR,1.133935,-510689,0.030769231,Settled,Pro Rata by Eligible Commitment
179,ICF-000179,21,CF-AB1-20170930-EXP,1,AB1,1,SPR,43008,20170930,CALL,Fund Expense,-59338,EUR,1.133935,-67286,0.146153846,Settled,Pro Rata by Eligible Commitment
180,ICF-000180,21,CF-AB1-20170930-EXP,1,AB1,2,NIG,43008,20170930,CALL,Fund Expense,-43723,EUR,1.133935,-49579,0.107692308,Settled,Pro Rata by Eligible Commitment
181,ICF-000181,21,CF-AB1-20170930-EXP,1,AB1,4,CPP,43008,20170930,CALL,Fund Expense,-62462,EUR,1.133935,-70827,0.153846154,Settled,Pro Rata by Eligible Commitment
182,ICF-000182,21,CF-AB1-20170930-EXP,1,AB1,6,SPBAM,43008,20170930,CALL,Fund Expense,-24985,EUR,1.133935,-28331,0.061538462,Settled,Pro Rata by Eligible Commitment
183,ICF-000183,21,CF-AB1-20170930-EXP,1,AB1,11,MCV,43008,20170930,CALL,Fund Expense,-9369,EUR,1.133935,-10624,0.023076923,Settled,Pro Rata by Eligible Commitment
184,ICF-000184,21,CF-AB1-20170930-EXP,1,AB1,3,GSIA,43008,20170930,CALL,Fund Expense,-74954,EUR,1.133935,-84993,0.184615385,Settled,Pro Rata by Eligible Commitment
185,ICF-000185,21,CF-AB1-20170930-EXP,1,AB1,5,UKPBF,43008,20170930,CALL,Fund Expense,-18738,EUR,1.133935,-21248,0.046153846,Settled,Pro Rata by Eligible Commitment
186,ICF-000186,21,CF-AB1-20170930-EXP,1,AB1,7,AIP,43008,20170930,CALL,Fund Expense,-40600,EUR,1.133935,-46038,0.1,Settled,Pro Rata by Eligible Commitment
187,ICF-000187,21,CF-AB1-20170930-EXP,1,AB1,8,UUE,43008,20170930,CALL,Fund Expense,-28108,EUR,1.133935,-31872,0.069230769,Settled,Pro Rata by Eligible Commitment
188,ICF-000188,21,CF-AB1-20170930-EXP,1,AB1,9,EIG,43008,20170930,CALL,Fund Expense,-31231,EUR,1.133935,-35414,0.076923077,Settled,Pro Rata by Eligible Commitment
189,ICF-000189,21,CF-AB1-20170930-EXP,1,AB1,10,GPCF,43008,20170930,CALL,Fund Expense,-12492,EUR,1.133935,-14166,0.030769231,Settled,Pro Rata by Eligible Commitment
190,ICF-000190,22,CF-AB1-20170930-FEE,1,AB1,1,SPR,43008,20170930,CALL,Management Fee,-415662,EUR,1.133935,-471333,0.146153846,Settled,Pro Rata by Eligible Commitment
191,ICF-000191,22,CF-AB1-20170930-FEE,1,AB1,2,NIG,43008,20170930,CALL,Management Fee,-306277,EUR,1.133935,-347298,0.107692308,Settled,Pro Rata by Eligible Commitment
192,ICF-000192,22,CF-AB1-20170930-FEE,1,AB1,4,CPP,43008,20170930,CALL,Management Fee,-437538,EUR,1.133935,-496140,0.153846154,Settled,Pro Rata by Eligible Commitment
193,ICF-000193,22,CF-AB1-20170930-FEE,1,AB1,6,SPBAM,43008,20170930,CALL,Management Fee,-175015,EUR,1.133935,-198456,0.061538462,Settled,Pro Rata by Eligible Commitment
194,ICF-000194,22,CF-AB1-20170930-FEE,1,AB1,11,MCV,43008,20170930,CALL,Management Fee,-65631,EUR,1.133935,-74421,0.023076923,Settled,Pro Rata by Eligible Commitment
195,ICF-000195,22,CF-AB1-20170930-FEE,1,AB1,3,GSIA,43008,20170930,CALL,Management Fee,-525046,EUR,1.133935,-595369,0.184615385,Settled,Pro Rata by Eligible Commitment
196,ICF-000196,22,CF-AB1-20170930-FEE,1,AB1,5,UKPBF,43008,20170930,CALL,Management Fee,-131262,EUR,1.133935,-148842,0.046153846,Settled,Pro Rata by Eligible Commitment
197,ICF-000197,22,CF-AB1-20170930-FEE,1,AB1,7,AIP,43008,20170930,CALL,Management Fee,-284400,EUR,1.133935,-322491,0.1,Settled,Pro Rata by Eligible Commitment
198,ICF-000198,22,CF-AB1-20170930-FEE,1,AB1,8,UUE,43008,20170930,CALL,Management Fee,-196892,EUR,1.133935,-223263,0.069230769,Settled,Pro Rata by Eligible Commitment
199,ICF-000199,22,CF-AB1-20170930-FEE,1,AB1,9,EIG,43008,20170930,CALL,Management Fee,-218769,EUR,1.133935,-248070,0.076923077,Settled,Pro Rata by Eligible Commitment
200,ICF-000200,22,CF-AB1-20170930-FEE,1,AB1,10,GPCF,43008,20170930,CALL,Management Fee,-87508,EUR,1.133935,-99228,0.030769231,Settled,Pro Rata by Eligible Commitment
201,ICF-000201,23,CF-AB1-20171231-EXP,1,AB1,1,SPR,43100,20171231,CALL,Fund Expense,-59338,EUR,1.164633,-69108,0.146153846,Settled,Pro Rata by Eligible Commitment
202,ICF-000202,23,CF-AB1-20171231-EXP,1,AB1,2,NIG,43100,20171231,CALL,Fund Expense,-43723,EUR,1.164633,-50921,0.107692308,Settled,Pro Rata by Eligible Commitment
203,ICF-000203,23,CF-AB1-20171231-EXP,1,AB1,4,CPP,43100,20171231,CALL,Fund Expense,-62462,EUR,1.164633,-72745,0.153846154,Settled,Pro Rata by Eligible Commitment
204,ICF-000204,23,CF-AB1-20171231-EXP,1,AB1,6,SPBAM,43100,20171231,CALL,Fund Expense,-24985,EUR,1.164633,-29098,0.061538462,Settled,Pro Rata by Eligible Commitment
205,ICF-000205,23,CF-AB1-20171231-EXP,1,AB1,11,MCV,43100,20171231,CALL,Fund Expense,-9369,EUR,1.164633,-10912,0.023076923,Settled,Pro Rata by Eligible Commitment
206,ICF-000206,23,CF-AB1-20171231-EXP,1,AB1,3,GSIA,43100,20171231,CALL,Fund Expense,-74954,EUR,1.164633,-87294,0.184615385,Settled,Pro Rata by Eligible Commitment
207,ICF-000207,23,CF-AB1-20171231-EXP,1,AB1,5,UKPBF,43100,20171231,CALL,Fund Expense,-18738,EUR,1.164633,-21823,0.046153846,Settled,Pro Rata by Eligible Commitment
208,ICF-000208,23,CF-AB1-20171231-EXP,1,AB1,7,AIP,43100,20171231,CALL,Fund Expense,-40600,EUR,1.164633,-47284,0.1,Settled,Pro Rata by Eligible Commitment
209,ICF-000209,23,CF-AB1-20171231-EXP,1,AB1,8,UUE,43100,20171231,CALL,Fund Expense,-28108,EUR,1.164633,-32735,0.069230769,Settled,Pro Rata by Eligible Commitment
210,ICF-000210,23,CF-AB1-20171231-EXP,1,AB1,9,EIG,43100,20171231,CALL,Fund Expense,-31231,EUR,1.164633,-36372,0.076923077,Settled,Pro Rata by Eligible Commitment
211,ICF-000211,23,CF-AB1-20171231-EXP,1,AB1,10,GPCF,43100,20171231,CALL,Fund Expense,-12492,EUR,1.164633,-14549,0.030769231,Settled,Pro Rata by Eligible Commitment
212,ICF-000212,24,CF-AB1-20171231-0096,1,AB1,1,SPR,43100,20171231,CALL,Investment,-5940131,EUR,1.164633,-6918072,0.146153846,Settled,Pro Rata by Eligible Commitment
213,ICF-000213,24,CF-AB1-20171231-0096,1,AB1,2,NIG,43100,20171231,CALL,Investment,-4376938,EUR,1.164633,-5097527,0.107692308,Settled,Pro Rata by Eligible Commitment
214,ICF-000214,24,CF-AB1-20171231-0096,1,AB1,4,CPP,43100,20171231,CALL,Investment,-6252769,EUR,1.164633,-7282181,0.153846154,Settled,Pro Rata by Eligible Commitment
215,ICF-000215,24,CF-AB1-20171231-0096,1,AB1,6,SPBAM,43100,20171231,CALL,Investment,-2501108,EUR,1.164633,-2912873,0.061538462,Settled,Pro Rata by Eligible Commitment
216,ICF-000216,24,CF-AB1-20171231-0096,1,AB1,11,MCV,43100,20171231,CALL,Investment,-937915,EUR,1.164633,-1092327,0.023076923,Settled,Pro Rata by Eligible Commitment
217,ICF-000217,24,CF-AB1-20171231-0096,1,AB1,3,GSIA,43100,20171231,CALL,Investment,-7503323,EUR,1.164633,-8738618,0.184615385,Settled,Pro Rata by Eligible Commitment
218,ICF-000218,24,CF-AB1-20171231-0096,1,AB1,5,UKPBF,43100,20171231,CALL,Investment,-1875831,EUR,1.164633,-2184654,0.046153846,Settled,Pro Rata by Eligible Commitment
219,ICF-000219,24,CF-AB1-20171231-0096,1,AB1,7,AIP,43100,20171231,CALL,Investment,-4064300,EUR,1.164633,-4733418,0.1,Settled,Pro Rata by Eligible Commitment
220,ICF-000220,24,CF-AB1-20171231-0096,1,AB1,8,UUE,43100,20171231,CALL,Investment,-2813746,EUR,1.164633,-3276982,0.069230769,Settled,Pro Rata by Eligible Commitment
221,ICF-000221,24,CF-AB1-20171231-0096,1,AB1,9,EIG,43100,20171231,CALL,Investment,-3126385,EUR,1.164633,-3641091,0.076923077,Settled,Pro Rata by Eligible Commitment
222,ICF-000222,24,CF-AB1-20171231-0096,1,AB1,10,GPCF,43100,20171231,CALL,Investment,-1250554,EUR,1.164633,-1456436,0.030769231,Settled,Pro Rata by Eligible Commitment
223,ICF-000223,25,CF-AB1-20171231-FEE,1,AB1,1,SPR,43100,20171231,CALL,Management Fee,-415662,EUR,1.164633,-484093,0.146153846,Settled,Pro Rata by Eligible Commitment
224,ICF-000224,25,CF-AB1-20171231-FEE,1,AB1,2,NIG,43100,20171231,CALL,Management Fee,-306277,EUR,1.164633,-356700,0.107692308,Settled,Pro Rata by Eligible Commitment
225,ICF-000225,25,CF-AB1-20171231-FEE,1,AB1,4,CPP,43100,20171231,CALL,Management Fee,-437538,EUR,1.164633,-509572,0.153846154,Settled,Pro Rata by Eligible Commitment
226,ICF-000226,25,CF-AB1-20171231-FEE,1,AB1,6,SPBAM,43100,20171231,CALL,Management Fee,-175015,EUR,1.164633,-203829,0.061538462,Settled,Pro Rata by Eligible Commitment
227,ICF-000227,25,CF-AB1-20171231-FEE,1,AB1,11,MCV,43100,20171231,CALL,Management Fee,-65631,EUR,1.164633,-76436,0.023076923,Settled,Pro Rata by Eligible Commitment
228,ICF-000228,25,CF-AB1-20171231-FEE,1,AB1,3,GSIA,43100,20171231,CALL,Management Fee,-525046,EUR,1.164633,-611486,0.184615385,Settled,Pro Rata by Eligible Commitment
229,ICF-000229,25,CF-AB1-20171231-FEE,1,AB1,5,UKPBF,43100,20171231,CALL,Management Fee,-131262,EUR,1.164633,-152871,0.046153846,Settled,Pro Rata by Eligible Commitment
230,ICF-000230,25,CF-AB1-20171231-FEE,1,AB1,7,AIP,43100,20171231,CALL,Management Fee,-284400,EUR,1.164633,-331222,0.1,Settled,Pro Rata by Eligible Commitment
231,ICF-000231,25,CF-AB1-20171231-FEE,1,AB1,8,UUE,43100,20171231,CALL,Management Fee,-196892,EUR,1.164633,-229307,0.069230769,Settled,Pro Rata by Eligible Commitment
232,ICF-000232,25,CF-AB1-20171231-FEE,1,AB1,9,EIG,43100,20171231,CALL,Management Fee,-218769,EUR,1.164633,-254786,0.076923077,Settled,Pro Rata by Eligible Commitment
233,ICF-000233,25,CF-AB1-20171231-FEE,1,AB1,10,GPCF,43100,20171231,CALL,Management Fee,-87508,EUR,1.164633,-101914,0.030769231,Settled,Pro Rata by Eligible Commitment
234,ICF-000234,26,CF-AB1-20180331-0097,1,AB1,1,SPR,43190,20180331,CALL,Follow-on Investment,-1675508,EUR,1.155903,-1936724,0.146153846,Settled,Pro Rata by Eligible Commitment
235,ICF-000235,26,CF-AB1-20180331-0097,1,AB1,2,NIG,43190,20180331,CALL,Follow-on Investment,-1234585,EUR,1.155903,-1427060,0.107692308,Settled,Pro Rata by Eligible Commitment
236,ICF-000236,26,CF-AB1-20180331-0097,1,AB1,4,CPP,43190,20180331,CALL,Follow-on Investment,-1763692,EUR,1.155903,-2038657,0.153846154,Settled,Pro Rata by Eligible Commitment
237,ICF-000237,26,CF-AB1-20180331-0097,1,AB1,6,SPBAM,43190,20180331,CALL,Follow-on Investment,-705477,EUR,1.155903,-815463,0.061538462,Settled,Pro Rata by Eligible Commitment
238,ICF-000238,26,CF-AB1-20180331-0097,1,AB1,11,MCV,43190,20180331,CALL,Follow-on Investment,-264554,EUR,1.155903,-305799,0.023076923,Settled,Pro Rata by Eligible Commitment
239,ICF-000239,26,CF-AB1-20180331-0097,1,AB1,3,GSIA,43190,20180331,CALL,Follow-on Investment,-2116431,EUR,1.155903,-2446389,0.184615385,Settled,Pro Rata by Eligible Commitment
240,ICF-000240,26,CF-AB1-20180331-0097,1,AB1,5,UKPBF,43190,20180331,CALL,Follow-on Investment,-529108,EUR,1.155903,-611597,0.046153846,Settled,Pro Rata by Eligible Commitment
241,ICF-000241,26,CF-AB1-20180331-0097,1,AB1,7,AIP,43190,20180331,CALL,Follow-on Investment,-1146400,EUR,1.155903,-1325127,0.1,Settled,Pro Rata by Eligible Commitment
242,ICF-000242,26,CF-AB1-20180331-0097,1,AB1,8,UUE,43190,20180331,CALL,Follow-on Investment,-793661,EUR,1.155903,-917396,0.069230769,Settled,Pro Rata by Eligible Commitment
243,ICF-000243,26,CF-AB1-20180331-0097,1,AB1,9,EIG,43190,20180331,CALL,Follow-on Investment,-881846,EUR,1.155903,-1019329,0.076923077,Settled,Pro Rata by Eligible Commitment
244,ICF-000244,26,CF-AB1-20180331-0097,1,AB1,10,GPCF,43190,20180331,CALL,Follow-on Investment,-352738,EUR,1.155903,-407731,0.030769231,Settled,Pro Rata by Eligible Commitment
245,ICF-000245,27,CF-AB1-20180331-EXP,1,AB1,1,SPR,43190,20180331,CALL,Fund Expense,-59338,EUR,1.155903,-68589,0.146153846,Settled,Pro Rata by Eligible Commitment
246,ICF-000246,27,CF-AB1-20180331-EXP,1,AB1,2,NIG,43190,20180331,CALL,Fund Expense,-43723,EUR,1.155903,-50540,0.107692308,Settled,Pro Rata by Eligible Commitment
247,ICF-000247,27,CF-AB1-20180331-EXP,1,AB1,4,CPP,43190,20180331,CALL,Fund Expense,-62462,EUR,1.155903,-72199,0.153846154,Settled,Pro Rata by Eligible Commitment
248,ICF-000248,27,CF-AB1-20180331-EXP,1,AB1,6,SPBAM,43190,20180331,CALL,Fund Expense,-24985,EUR,1.155903,-28880,0.061538462,Settled,Pro Rata by Eligible Commitment
249,ICF-000249,27,CF-AB1-20180331-EXP,1,AB1,11,MCV,43190,20180331,CALL,Fund Expense,-9369,EUR,1.155903,-10830,0.023076923,Settled,Pro Rata by Eligible Commitment
250,ICF-000250,27,CF-AB1-20180331-EXP,1,AB1,3,GSIA,43190,20180331,CALL,Fund Expense,-74954,EUR,1.155903,-86639,0.184615385,Settled,Pro Rata by Eligible Commitment
251,ICF-000251,27,CF-AB1-20180331-EXP,1,AB1,5,UKPBF,43190,20180331,CALL,Fund Expense,-18738,EUR,1.155903,-21660,0.046153846,Settled,Pro Rata by Eligible Commitment
252,ICF-000252,27,CF-AB1-20180331-EXP,1,AB1,7,AIP,43190,20180331,CALL,Fund Expense,-40600,EUR,1.155903,-46930,0.1,Settled,Pro Rata by Eligible Commitment
253,ICF-000253,27,CF-AB1-20180331-EXP,1,AB1,8,UUE,43190,20180331,CALL,Fund Expense,-28108,EUR,1.155903,-32490,0.069230769,Settled,Pro Rata by Eligible Commitment
254,ICF-000254,27,CF-AB1-20180331-EXP,1,AB1,9,EIG,43190,20180331,CALL,Fund Expense,-31231,EUR,1.155903,-36100,0.076923077,Settled,Pro Rata by Eligible Commitment
255,ICF-000255,27,CF-AB1-20180331-EXP,1,AB1,10,GPCF,43190,20180331,CALL,Fund Expense,-12492,EUR,1.155903,-14440,0.030769231,Settled,Pro Rata by Eligible Commitment
256,ICF-000256,28,CF-AB1-20180331-FEE,1,AB1,1,SPR,43190,20180331,CALL,Management Fee,-415662,EUR,1.155903,-480465,0.146153846,Settled,Pro Rata by Eligible Commitment
257,ICF-000257,28,CF-AB1-20180331-FEE,1,AB1,2,NIG,43190,20180331,CALL,Management Fee,-306277,EUR,1.155903,-354026,0.107692308,Settled,Pro Rata by Eligible Commitment
258,ICF-000258,28,CF-AB1-20180331-FEE,1,AB1,4,CPP,43190,20180331,CALL,Management Fee,-437538,EUR,1.155903,-505752,0.153846154,Settled,Pro Rata by Eligible Commitment
259,ICF-000259,28,CF-AB1-20180331-FEE,1,AB1,6,SPBAM,43190,20180331,CALL,Management Fee,-175015,EUR,1.155903,-202301,0.061538462,Settled,Pro Rata by Eligible Commitment
260,ICF-000260,28,CF-AB1-20180331-FEE,1,AB1,11,MCV,43190,20180331,CALL,Management Fee,-65631,EUR,1.155903,-75863,0.023076923,Settled,Pro Rata by Eligible Commitment
261,ICF-000261,28,CF-AB1-20180331-FEE,1,AB1,3,GSIA,43190,20180331,CALL,Management Fee,-525046,EUR,1.155903,-606902,0.184615385,Settled,Pro Rata by Eligible Commitment
262,ICF-000262,28,CF-AB1-20180331-FEE,1,AB1,5,UKPBF,43190,20180331,CALL,Management Fee,-131262,EUR,1.155903,-151726,0.046153846,Settled,Pro Rata by Eligible Commitment
263,ICF-000263,28,CF-AB1-20180331-FEE,1,AB1,7,AIP,43190,20180331,CALL,Management Fee,-284400,EUR,1.155903,-328739,0.1,Settled,Pro Rata by Eligible Commitment
264,ICF-000264,28,CF-AB1-20180331-FEE,1,AB1,8,UUE,43190,20180331,CALL,Management Fee,-196892,EUR,1.155903,-227588,0.069230769,Settled,Pro Rata by Eligible Commitment
265,ICF-000265,28,CF-AB1-20180331-FEE,1,AB1,9,EIG,43190,20180331,CALL,Management Fee,-218769,EUR,1.155903,-252876,0.076923077,Settled,Pro Rata by Eligible Commitment
266,ICF-000266,28,CF-AB1-20180331-FEE,1,AB1,10,GPCF,43190,20180331,CALL,Management Fee,-87508,EUR,1.155903,-101150,0.030769231,Settled,Pro Rata by Eligible Commitment
267,ICF-000267,29,CF-AB1-20180630-EXP,1,AB1,1,SPR,43281,20180630,CALL,Fund Expense,-59338,EUR,1.140469,-67674,0.146153846,Settled,Pro Rata by Eligible Commitment
268,ICF-000268,29,CF-AB1-20180630-EXP,1,AB1,2,NIG,43281,20180630,CALL,Fund Expense,-43723,EUR,1.140469,-49865,0.107692308,Settled,Pro Rata by Eligible Commitment
269,ICF-000269,29,CF-AB1-20180630-EXP,1,AB1,4,CPP,43281,20180630,CALL,Fund Expense,-62462,EUR,1.140469,-71235,0.153846154,Settled,Pro Rata by Eligible Commitment
270,ICF-000270,29,CF-AB1-20180630-EXP,1,AB1,6,SPBAM,43281,20180630,CALL,Fund Expense,-24985,EUR,1.140469,-28494,0.061538462,Settled,Pro Rata by Eligible Commitment
271,ICF-000271,29,CF-AB1-20180630-EXP,1,AB1,11,MCV,43281,20180630,CALL,Fund Expense,-9369,EUR,1.140469,-10685,0.023076923,Settled,Pro Rata by Eligible Commitment
272,ICF-000272,29,CF-AB1-20180630-EXP,1,AB1,3,GSIA,43281,20180630,CALL,Fund Expense,-74954,EUR,1.140469,-85482,0.184615385,Settled,Pro Rata by Eligible Commitment
